"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","HTR2C","NXPH2","ROR1","LHFPL3","KCNIP1","QRFPR","SPON1","CARD11","PLPPR1","ZNF385D","GRIN3A","FAT1","ADAMTSL3","MMD2","PTGER3","SLC24A3","FGFR1","BCL11B","GRM4","GNA14","COL11A1","MCC","RANBP17","SDK1","TLL1","SORCS2","AFDN","PCP4","TLE4","GRIP1","CDH6","NR4A3","PCDH17","SEMA5B","LUZP2","VWC2L","PHLDB2","SPHKAP","CRYM","SEL1L3","ERC1","ASIC2","HS3ST4","PRR16","PLCE1","ASTN2","GHR","DIP2A","IRAG2","DGKD","TSHZ2","KLHL5","ITGA8","HPSE2","TRMT9B","TMEM132C","ABLIM3","DLC1","ZNF704","SEMA3E","ASAP2","CDH8","UST","FARP1","CDH11","DAB1","NCK2","PAPSS2","SLC24A2","TMTC2","SAMD4A","CLMP","ABLIM1","PDZRN4","CAMK2D","KIAA1217","OSBPL9","ALCAM","CORO6","MEIS2","ADCY2","SATB1","TOX","GRM8","NYAP2","MOB3B","KCNT2","PDE3B","DPP10","TSHZ3","CHN2","RALGPS2","MDGA2","GRM3","SLC1A2","OLFM3","SPOCK1","TRHDE","NLGN1","CAP2","EPHA7","MYRIP","DIP2B","DOCK4","GRIK3","XKR6","KIAA1671","BMPER","LRRTM3","LRP1B","CDH13","ZNF385B","PLXNA4","TMEM232","PARD3","ST8SIA1","CNTN4","SLC35F1","SH3RF3","EPHA5","ST6GAL2","GARNL3","NKAIN2","NELL1","FAM135B","GALNT14","CSMD2","AUTS2","STARD13","GPR158","CHSY3","SNTG1","CNTNAP2","CLSTN2","GRIA4","SGCZ","DCC"
"GO:BP","anatomical structure development","GO:0048856","false","0.000007900815551568667","5.102328076903866","5899","130","68","21031",,,"ISS,IBA,IEA",,,,,"IEA","ISS",,"ISS,IEA","TAS,IEA",,"IDA",,"ISS,IEA","IMP,TAS,IEA","IEA",,,"IEP,IEA",,,"ISS,IEA","IBA,TAS",,"IMP","IMP",,"ISS","IBA","ISS,IEA","IEA","IBA,IEA",,"IEA","IMP,IGI",,,,,"TAS,IEA",,,"IMP","IBA,IEA","IEA","ISS,IEA",,,,,"IMP,IEP,IEA",,,,,"IMP,ISS",,"IDA,ISS,IBA,IEA",,"IBA","IEA","ISS,IEA","ISS,IBA,TAS,IEA","IBA,IEA","IEA","IEA",,,,"IMP","TAS",,,"ISS",,"ISS,IEA",,"ISS,IBA,IEA",,,"IMP,ISS,IBA,IEA",,"ISS,IBA,IEA",,,"IMP,IEA",,,,,"ISS,IBA",,"IEA","IEA","IDA,ISS,NAS",,"IDA,IMP,IGI,ISS,IBA,TAS,NAS,IEA","IBA","ISS,IBA,IEA",,"ISS,IEA",,,"IBA",,"IDA,IGI,IBA,IEA","IDA,IMP,IEA",,"IDA,IBA",,"ISS,IBA,IEA",,"ISS,TAS",,"IMP,ISS,IBA,TAS,IEA",,,"IEP,ISS,IBA,IEA",,,,"IDA,TAS",,,,"ISS","IMP,IGI","ISS,IEA",,,"IEP,ISS,TAS,NAS","IBA,IEA",,"IBA,TAS","IBA,TAS,IEA"
"GO:BP","cell-cell signaling","GO:0007267","false","0.000016382111781234385","4.785630115040702","1704","130","32","21031","ISS,IBA,TAS,IEA",,"IEA",,,,,,,,"IBA,IEA","TAS",,,,,"IEA",,"IBA,TAS",,,"IDA,IMP,IBA,IEA",,,,"IEA","TAS",,"IBA,IEA",,,,"IEA",,,,,,,,"IBA","TAS",,,,,,,,,,,,,,,,,,,,"IBA,IEA",,"IEA","IEA",,,,"IBA,IEA",,,,,,,,,,,,,,,"IBA",,,,,,"ISS",,,,"IBA,TAS,IEA","TAS",,,"TAS","IGI,ISS,IBA,NAS,IEA",,"IEA","ISS",,,"ISS,IBA",,,,,,,,,,,,"TAS",,,"ISS",,,,,,,,,,"ISS,IEA",,,,"IBA,IEA","IBA",,"IEA"
"GO:BP","anatomical structure morphogenesis","GO:0009653","false","0.00003087482955266607","4.510395431288258","2684","130","41","21031",,,,,,,,,,,,"TAS,IEA",,,,,"TAS,IEA","IEA",,,"IEP,IEA",,,"ISS",,,,,,"ISS","IBA","ISS",,"IBA,IEA",,,"IMP,IGI",,,,,,,,,"IEA","IEA","ISS",,,,,"IEP,IEA",,,,,"IMP,ISS",,"ISS,IBA,IEA",,"IBA","IEA","ISS,IEA","ISS,IBA,IEA","IEA",,,,,,,"TAS",,,,,"ISS,IEA",,"IBA",,,,,"ISS,IBA,IEA",,,"IMP,IEA",,,,,,,,"IEA",,,"IGI,ISS,NAS,IEA","IBA","ISS,IBA,IEA",,"ISS,IEA",,,,,"IDA,IGI,IBA",,,"IDA,IBA",,"ISS,IBA,IEA",,"TAS",,"IBA,TAS,IEA",,,"ISS,IBA",,,,,,,,"ISS","IMP,IGI",,,,"ISS",,,,"IBA,TAS,IEA"
"GO:BP","synaptic transmission, glutamatergic","GO:0035249","false","0.00005283703567135753","4.277061555699538","111","130","9","21031",,,,,,,,,,,"IBA",,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,"ISS",,,,"IBA",,,,,"ISS,NAS",,,,,,"ISS,IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,
"GO:BP","cell morphogenesis involved in neuron differentiation","GO:0048667","false","0.00005291906593405417","4.276387830079134","597","130","18","21031",,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,"ISS",,,,,,,,,,,,"IBA",,,"IEA","ISS,IEA","IEA","IEA",,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,"IGI,IEA",,"IBA,IEA",,"ISS,IEA",,,,,,,,,,"ISS,IBA,IEA",,"TAS",,"IBA,TAS,IEA",,,"ISS,IBA",,,,,,,,"ISS",,,,,,,,,"IBA,TAS,IEA"
"GO:BP","developmental process","GO:0032502","false","0.00005653395725971981","4.247690613763151","6453","130","70","21031","IEA",,"ISS,IBA,IEA",,,,,"IEA","ISS",,"ISS,IEA","TAS,IEA",,"IDA",,"ISS,IEA","IMP,IBA,TAS,IEA","IEA",,,"IEP,IEA",,,"ISS,IEA","IBA,TAS,IEA",,"IMP","IMP",,"ISS","IBA","ISS,IEA","IEA","IBA,IEA",,"IEA","IMP,IGI",,,,,"TAS,IEA",,,"IMP","IBA,IEA","IMP,ISS,IEA","ISS,IEA",,,,,"IMP,IEP,IEA",,,,,"IMP,ISS",,"IDA,ISS,IBA,IEA",,"IBA","IEA","ISS,IEA","ISS,IBA,TAS,IEA","IBA,IEA","IEA","IEA",,,,"IMP","TAS",,,"ISS",,"ISS,IEA",,"ISS,IBA,IEA",,,"IMP,ISS,IBA,IEA",,"ISS,IBA,IEA",,,"IMP,IEA",,,,,"ISS,IBA",,"IEA","IEA","IDA,ISS,NAS",,"IDA,IMP,IGI,ISS,IBA,TAS,NAS,IEA","IBA","ISS,IBA,IEA",,"ISS,IEA",,,"IBA",,"IDA,IGI,IBA,IEA","IDA,IMP,IEA",,"IDA,IBA",,"ISS,IBA,IEA","ISS,IEA","ISS,TAS,IEA",,"IMP,ISS,IBA,TAS,IEA",,,"IEP,ISS,IBA,IEA",,,,"IDA,IBA,TAS,IEA",,,,"ISS","IMP,IGI","ISS,IEA",,,"IEP,ISS,TAS,NAS","IBA,IEA",,"IBA,TAS","IBA,TAS,IEA"
"GO:BP","cell adhesion","GO:0007155","true","0.00006076474907578047","4.216348291148847","1512","130","29","21031",,,,,,,"IBA,IEA","IDA,IEA",,,,"ISS,IBA,TAS,IEA",,,,,,,,,,,,"ISS,IEA",,,"IMP,ISS,TAS,IEA",,,,"IBA,TAS,IEA","IMP","IBA,IEA",,,,"IMP",,,,,,,,,"IBA",,,,,,,"IMP,IBA,NAS,IEA",,,,,"IDA,ISS",,"ISS,IEA",,"IBA,TAS,IEA",,,"IMP,IBA,TAS,IEA","IEA","IMP",,,,,,,,,,,"IMP,ISS,IBA,TAS,IEA",,,,,,,,,,"IMP,IC",,,,,,,,,"IDA,NAS",,"ISS,IBA,TAS,NAS,IEA",,"ISS,IEA",,,,,,,,,,"IDA,IMP,IBA,IEA",,"IBA",,"IBA",,"IBA,TAS,IEA",,,,,,,,,,,,,,,,"IEA","IEA",,,"IBA"
"GO:BP","synapse organization","GO:0050808","false","0.00009718670091967873","4.0123931600979645","485","130","16","21031",,,,,,,,,,,,,,,,,,,,,,,,"ISS",,,,,,,"IEA",,"IEA",,,,,,,,"IBA","IEA",,,,,,"ISS",,,,,,,,,,,,"ISS,IEA",,"IEA",,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA,IGI,ISS,IBA,TAS,NAS,IEA","IEA","IEA",,,,,,,,"IDA,IMP,IEA",,,,"IEA",,,,,,,,,,,,,,,,,"ISS,IEA",,,,"IBA,IEA",,,
"GO:BP","adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway","GO:0007196","true","0.00030618375628266124","3.5140178532978896","9","130","4","21031",,,,,,,,,,,,,,,,,,,"IMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IMP",,,,,,,,,,"IEA",,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GO:BP","cell-cell adhesion via plasma-membrane adhesion molecules","GO:0098742","false","0.00031263631203114873","3.504960581022888","280","130","12","21031",,,,,,,,,,,,"IEA",,,,,,,,,,,,"ISS",,,,,,,"IBA,IEA",,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,"IBA,IEA","IEA",,,,,,,,,,,,"IMP",,,,,,,,,,,,,,,,,,,,,"ISS,NAS,IEA",,,,,,,,,,,,"IDA,IBA,IEA",,,,,,"IBA",,,,,,,,,,,,,,,,,"IEA",,,
"GO:BP","axonogenesis","GO:0007409","false","0.0003577126464761764","3.4464657056499366","466","130","15","21031",,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,"IEA",,"IEA","IEA",,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,"ISS,IEA",,,,,,,,,,"ISS,IBA,IEA",,"TAS",,"IBA,TAS,IEA",,,"ISS,IBA",,,,,,,,"ISS",,,,,,,,,"IBA,TAS,IEA"
"GO:BP","regulation of cell communication","GO:0010646","false","0.0005214855710870372","3.2827577035058506","3443","130","45","21031","IDA,ISS,IEA",,"IMP,IBA",,,,,"IMP,ISS,IBA,IEA",,,"IBA,IEA",,,"IDA",,,"IDA,IMP,IGI,TAS,IEA",,"IDA,IBA",,,"IDA,IMP,IBA",,,,"IEA",,,"IBA",,,,"IEA",,,"IBA,IEA",,,,,"IBA",,,,,,"ISS,IBA,IEA",,,"ISS,TAS,IEA",,,"IEA",,,,,"IMP,IBA,TAS",,"IDA",,,,,"IEA","IEA","IBA,NAS,IEA",,"IBA,IEA",,,,,,"ISS,IC",,,,,,,,,"IBA",,"IMP",,"IMP,IBA,TAS",,"ISS","TAS,IEA",,,"IBA,IEA",,,,,"IGI,ISS,IBA,NAS,IEA",,"IDA,IEA","ISS",,,"ISS,IBA",,,"IDA,IEA",,,"IDA,IMP",,,,,,"TAS",,"IMP,IBA,IEA","ISS",,"IEA",,,,,,"ISS","IBA,TAS","IDA,ISS,IEA",,,,"IBA,IEA","IBA",,"IEA"
"GO:BP","glutamate receptor signaling pathway","GO:0007215","false","0.0011277829594674906","2.9477744717845056","50","130","6","21031",,,,,,,,,,,"IBA,IEA",,,,,,,,"IMP,IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IMP,IBA",,,,,,,,,,"IBA,IEA",,,,,,,,,,,"IDA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TAS,IEA",,
"GO:BP","multicellular organismal process","GO:0032501","false","0.0011574125111006187","2.9365118274221054","7669","130","75","21031","ISS,TAS,IEA",,"IMP,IBA,IEA","IBA",,,,"IDA,IMP,IEA","ISS",,"ISS,IEA","IEA",,"IDA","ISS,IBA","ISS,NAS,IEA","IDA,IMP,IGI,TAS,IEA","IEA",,,"IMP,IEP,IEA","IMP",,"ISS,IEA","IBA,TAS",,,"IMP",,"ISS",,"ISS,IEA","IEA","IBA,IEA",,"IEA","IMP,IGI",,"IMP",,,"IMP,TAS,IEA",,,"IMP","IBA,IEA","IMP,ISS,IEA","ISS,IEA",,"TAS,IEA",,,"IMP,IEP,IEA",,,,,"ISS",,"IDA,ISS,IBA,IEA",,,"IEA","ISS,IEA","ISS,TAS,NAS,IEA","IBA,IEA","IMP,NAS,IEA","IEA","IEA",,,"IMP","TAS",,"IDA,IMP,ISS,TAS,IC","ISS",,"ISS,IEA",,"ISS,IBA,IEA",,,"IMP,ISS,IEA","TAS","ISS,IBA,IEA",,,"IMP,IEA",,"ISS",,,"ISS,IBA",,"ISS,NAS,IEA","IEA","IDA,ISS,NAS",,"IDA,IMP,IGI,ISS,IBA,TAS,NAS,IEA",,"ISS,IBA,IEA",,"ISS,IEA","IMP",,,,"IDA,IGI,IBA,IEA","IDA,IMP,IEA",,"IDA,IBA",,"ISS,IBA,IEA","ISS,IEA","ISS,TAS",,"IMP,ISS,IBA,TAS,IEA",,,"IEP,ISS,IBA,IEA",,,,"IDA,IBA,TAS",,,,"ISS","IMP,IGI","ISS,IEA",,,"IMP,IEP,ISS,TAS,NAS,IEA","IBA,IEA",,"IBA","IBA,TAS,IEA"
"GO:BP","regulation of signaling","GO:0023051","false","0.001362825714167097","2.865559680640174","3437","130","44","21031","IDA,ISS,IEA",,"IMP,IBA",,,,,"IMP,ISS,IBA,IEA",,,"IBA,IEA",,,"IDA",,,"IDA,IMP,IGI,TAS,IEA",,"IDA,IBA",,,"IDA,IMP,IBA",,,,"IEA",,,"IBA",,,,"IEA",,,"IBA,IEA",,,,,"IBA",,,,,,"ISS,IBA,IEA",,,"ISS,TAS,IEA",,,"IEA",,,,,"IMP,IBA,TAS",,"IDA",,,,,"IEA","IEA","IBA,NAS,IEA",,"IBA,IEA",,,,,,,,,,,,,,,"IBA",,"IMP",,"IMP,IBA,TAS",,"ISS","TAS,IEA",,,"IBA,IEA",,,,,"IGI,ISS,IBA,NAS,IEA",,"IDA,IEA","ISS",,,"ISS,IBA",,,"IDA,IEA",,,"IDA,IMP",,,,,,"TAS",,"IMP,IBA,IEA","ISS",,"IEA",,,,,,"ISS","IBA,TAS","IDA,ISS,IEA",,,,"IBA,IEA","IBA",,"IEA"
"GO:BP","regulation of biological quality","GO:0065008","false","0.0013995631347014472","2.8540075056051033","2846","130","39","21031","ISS,IEA",,,,,,,,,,"IEA",,,,"IBA",,"IEA",,,"IBA",,,,,,"IEA",,,,"IBA",,,,"IBA",,,,,"IMP,IBA,IEA",,"IBA","IEA",,"IDA,IBA,IEA",,,"IMP",,,"TAS,IEA",,,,,,,,"IMP",,"IBA,IEA",,"IEA",,"IEA",,,"IMP","IMP,IEA","IBA,IEA",,"IBA,IEA",,,,"IDA,ISS,TAS,IC",,,,,,,,,,,,,,,"ISS",,,,,,,,,"IDA,IGI,ISS,IEA",,"IEA","ISS","ISS,IEA","IMP","IDA,ISS,IEA","IBA",,,"IDA,IMP,IEA",,,,"IBA,IEA",,,,"TAS",,,"ISS",,,,,,,,,,"ISS,IEA",,,,"IBA,IEA","IEA",,"TAS"
"GO:BP","signal transduction","GO:0007165","false","0.0015704330675331507","2.803980568670416","5959","130","63","21031","IDA,ISS,IBA,IEA","NAS","IMP,IBA,TAS,IEA",,,"IDA,IBA,IEA",,"IMP,ISS,IBA,IEA","IBA",,"IBA,IEA",,,"IDA","IBA,TAS,IEA",,"IDA,IPI,IMP,IGI,IBA,TAS,IEA",,"IDA,IMP,IBA,IEA","IBA,TAS,IEA",,"IDA,IMP,IBA,TAS,IEA",,,,"NAS","TAS,IEA","IMP","IBA,IEA","NAS","IEA","IDA,ISS,IEA",,"IBA",,"IBA,IEA",,,,,"IDA","IEA",,,"IDA,IMP,IBA,NAS,IEA",,"IMP,ISS,IBA,IEA",,,"ISS,IBA,TAS,IEA",,,"IBA,IEA",,,,,"IMP,IBA,TAS,IEA",,"IDA,IGI,ISS,IBA,IEA",,,,"IEA",,"IEA","IBA,TAS,NAS,IEA",,"ISS",,,,,,"TAS,IC",,,"TAS",,,"ISS,IBA,IEA",,,"IDA,IMP,IBA,IEA","ISS,IBA","IMP,IBA",,"IMP,IBA,TAS,IEA",,,"TAS,IEA","IBA,IEA",,"IBA,IEA",,"IBA",,"TAS","IGI,ISS,TAS,IEA","IBA,TAS","IDA,IBA,IEA",,,"IEA","IDA,IEA",,,"IDA,IEA",,,"IDA,IMP","IDA","ISS,IBA,NAS,IEA",,"TAS",,,,"IMP,IBA,IEA","ISS,IBA,IEA",,"IEA",,,,,,"ISS","IBA,TAS,IEA","IDA,IEA",,,,,"TAS,IEA",,
"GO:BP","axon development","GO:0061564","false","0.0016936281027769356","2.771181948576452","527","130","15","21031",,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,"IEA",,"IEA","IEA",,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,"ISS,IEA",,,,,,,,,,"ISS,IBA,IEA",,"TAS",,"IBA,TAS,IEA",,,"ISS,IBA",,,,,,,,"ISS",,,,,,,,,"IBA,TAS,IEA"
"GO:BP","homophilic cell adhesion via plasma membrane adhesion molecules","GO:0007156","false","0.0018381336601344979","2.7356229120204554","168","130","9","21031",,,,,,,,,,,,"IEA",,,,,,,,,,,,"ISS",,,,,,,"IEA",,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA,IBA,IEA",,,,,,"IBA",,,,,,,,,,,,,,,,,"IEA",,,
"GO:BP","G protein-coupled glutamate receptor signaling pathway","GO:0007216","false","0.0023747769093668907","2.6243771824945457","14","130","4","21031",,,,,,,,,,,,,,,,,,,"IMP,IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IMP,IBA",,,,,,,,,,"IBA,IEA",,,,,,,,,,,"IDA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GO:BP","cell-cell adhesion","GO:0098609","false","0.002580522807669553","2.588292298112627","946","130","20","21031",,,,,,,,"IDA,IEA",,,,"ISS,IBA,IEA",,,,,,,,,,,,"ISS",,,"IMP,ISS",,,,"IBA,IEA","IMP","IEA",,,,,,,,,,,,,"IBA",,,,,,,"IBA,NAS",,,,,,,,,"IBA,IEA",,,"IBA,IEA","IEA","IMP",,,,,,,,,,,"IMP",,,,,,,,,,,,,,,,,,,,,"ISS,IBA,TAS,NAS,IEA",,"ISS,IEA",,,,,,,,,,"IDA,IBA,IEA",,,,,,"IBA,TAS",,,,,,,,,,,,,,,,,"IEA",,,"IBA"
"GO:BP","intracellular signaling cassette","GO:0141124","true","0.00464312927397058","2.3331892245417727","1861","130","29","21031","IDA,IEA",,"IMP,IBA",,,,,"IMP,ISS,IBA,IEA",,,,,,"IDA",,,"IDA,IMP,IGI,TAS,IEA",,"IDA",,,,,,,,,,,,,,,,,,,,,,"IDA",,,,"IDA,NAS,IEA",,"ISS",,,,,,,,,,,"IMP,IBA,TAS",,"IDA",,,,"IEA",,"IEA",,,,,,,,,"TAS,IC",,,,,,"ISS",,,,"ISS,IBA",,,"IMP,IBA,TAS",,,"TAS,IEA","IBA,IEA",,,,,,,,"IBA","IDA",,,"IEA",,,,"IDA,IEA",,,"IDA,IMP",,,,,,,,"IMP,IBA","ISS",,"IEA",,,,,,"ISS","IBA,TAS",,,,,,,,
"GO:BP","negative regulation of neuron projection development","GO:0010977","false","0.005414547446928503","2.2664378362713564","143","130","8","21031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA",,"IGI,IEA",,"IEA",,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TAS"
"GO:BP","biological regulation","GO:0065007","false","0.005619795456823225","2.2502794911194743","12680","130","103","21031","IDA,IMP,ISS,IBA,TAS,IEA","NAS","IMP,IBA,TAS,IEA",,"IDA,IBA","IDA,IBA,IEA","IEA","IDA,IMP,ISS,IBA,IEA","IBA",,"ISS,IBA,IEA","TAS",,"IDA","ISS,IBA,TAS,IEA","ISS,IEA","IDA,IPI,IMP,IGI,IBA,TAS,IEA","IMP,IBA,IEA","IDA,IMP,IBA,TAS,IEA","IBA,TAS,IEA",,"IDA,IMP,IBA,TAS,IEA",,"IEA",,"NAS,IEA","IMP,IBA,TAS,IEA","IMP","ISS,IBA,IEA","ISS,IBA,NAS","IEA","IDA,IMP,IGI,ISS,IBA,IEA","IEA","IBA",,"IBA,IEA","IMP,IGI,IBA",,"IMP,IBA,IEA",,"IDA,IBA","TAS,IEA",,"IDA,IBA,IEA","IDA,IMP,IBA,NAS,IEA","IEA","IMP,ISS,IBA,IEA","IDA,ISS",,"IMP,ISS,IBA,TAS,IEA","IBA,IEA",,"IBA,IEA","IEA",,,"HMP,IEA","IDA,IMP,IBA,TAS,IEA","IBA,IEA","IDA,IGI,ISS,IBA,IEA","IEA","IBA,IEA","IEA","IEA","IMP,IEA","IEA","IDA,IMP,IBA,TAS,NAS,IEA","IMP,IEA","ISS,IBA,IEA",,"IDA,IBA,IEA",,,,"IDA,IMP,ISS,TAS,NAS,IC",,,"TAS",,"IDA,ISS,IBA,TAS,IEA","ISS,IBA,IEA","IDA,IMP,IBA","ISS,IBA,IEA","IDA,IMP,IBA,IEA","ISS,IBA","IMP,IBA",,"IMP,IBA,TAS,IC,IEA","IDA,ISS,IBA","IDA,ISS,IBA,IEA","TAS,IEA","IBA,IEA",,"IBA,TAS,IEA","TAS,IEA","IBA","IDA,NAS","TAS","IDA,IGI,ISS,IBA,TAS,NAS,IEA","IBA,TAS","IDA,ISS,IBA,IEA","ISS","ISS,IEA","IMP,IEA","IDA,ISS,IBA,IEA","IBA",,"IDA,IGI,IBA,IEA","IDA,IMP,IEA",,"IDA,IMP","IDA","ISS,IBA,NAS,IEA",,"ISS,TAS","IEA","IMP,TAS",,"IMP,IBA,IEA","ISS,IBA,IEA",,"IEA","IBA,IEA","IDA,IBA",,,,"IDA,ISS","IMP,IGI,IBA,TAS,IEA","IDA,ISS,IEA",,,"IMP,IEA","IBA,IEA","IGI,IBA,TAS,IEA",,"TAS,IEA"
"GO:BP","intracellular signal transduction","GO:0035556","false","0.00626828214702661","2.202851463361881","2668","130","36","21031","IDA,IEA",,"IMP,IBA",,,,,"IMP,ISS,IBA,IEA",,,,,,"IDA",,,"IDA,IMP,IGI,TAS,IEA",,"IDA",,,,,,,,,,,"NAS",,"ISS",,,,,,,,,"IDA",,,,"IDA,IBA,NAS,IEA",,"ISS",,,"ISS,IBA,IEA",,,,,,,,"IMP,IBA,TAS",,"IDA",,,,"IEA",,"IEA","IBA,IEA",,,,,,,,"TAS,IC",,,,,,"ISS,IEA",,,,"ISS,IBA","IMP",,"IMP,IBA,TAS",,,"TAS,IEA","IBA,IEA",,,,,,,"ISS","IBA","IDA",,,"IEA",,,,"IDA,IEA",,,"IDA,IMP","IDA",,,,,,,"IMP,IBA","ISS",,"IEA",,,,,,"ISS","IBA,TAS",,,,,,,,
"GO:BP","negative regulation of axonogenesis","GO:0050771","false","0.0064999275155160135","2.187091486401289","67","130","6","21031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TAS"
"GO:BP","regulation of cell projection organization","GO:0031344","false","0.006632046353669119","2.1783524470126134","667","130","16","21031",,,"IBA",,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,"ISS",,,,"IBA",,,,,,,,,,,"IMP",,,,,,,,,,,,,,,"IBA",,,"IEA",,,"IEA",,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,"IDA",,"IGI,ISS,NAS,IEA",,"IEA",,"ISS,IEA",,,,,,,,,,"IBA",,,,,,,,,,,,,,,"ISS",,,,,,,,,"TAS"
"GO:BP","lamellipodium assembly","GO:0030032","false","0.009141780715929663","2.0389692003518616","71","130","6","21031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IMP",,,,,,,,,,,,"IMP,IBA",,,,,,,,,,"IEA",,,,,,"IMP,IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA",,,,,,,,,,,,,,,,,"ISS",,,,,,,,,
"GO:BP","regulation of neuron projection development","GO:0010975","false","0.009449649670265004","2.0245842919236474","457","130","13","21031",,,"IBA",,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,"IEA",,,"IEA",,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,,,"IDA",,"IGI,NAS,IEA",,"IEA",,"ISS,IEA",,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,"TAS"
"GO:BP","central nervous system development","GO:0007417","false","0.01002802546253265","1.9987845719791395","1035","130","20","21031",,,"IEA",,,,,,,,,,,,,,"IEA","IEA",,,,,,,,,,,,,,,,,,,,,,,,"TAS",,,,,,,,,,,,,,,,"ISS",,"IDA",,,,,"IEA","IBA,IEA",,,,,,,,,,,,,,"IBA",,,"ISS,IEA",,,,,,,,,,"ISS",,"IEA",,"ISS",,,,"ISS,IEA",,,,,,,,,,,,"ISS,IEA",,,,"ISS,IEA",,,"ISS",,,,,,,,,,"ISS,IEA",,,"IEP,TAS",,,,"IEA"
"GO:BP","regulation of axonogenesis","GO:0050770","false","0.011348046481036161","1.945078894023861","158","130","8","21031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,"IEA",,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,"ISS,IEA",,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,"TAS"
